Event ID,Block,Extrinsic ID,Time,Type,validator,fraction,slash_era
19499617-2,19499617,-,2024-02-15T23:14,staking (SlashReported),13DWNSAdjpHJfknZXzXxUmfkpwgfXFiad5bK2e5bYR35uCYX,0,1354
19575882-2,19575882,-,2024-02-21T07:14,staking (SlashReported),167ShbHu769mP5jbtt7AHayJhzEied6s8M5kN5nBSAQewnRz,0,1359
19628325-4,19628325,-,2024-02-24T23:14,staking (SlashReported),153YD8ZHD9dRh82U419bSCB5SzWhbdAFzjj4NtA5pMazR2yC,0,1363
19706935-2,19706935,-,2024-03-01T11:14,staking (SlashReported),14Y4s6V1PWrwBLvxW47gcYgZCGTYekmmzvFsK1kiqNH2d84t,0,1368
19768793-2,19768793,-,2024-03-05T19:14,staking (SlashReported),13EEEhiXeCFpFjVQxmjJsHjr9LFvnAurcnwQ1FDgB5LmJwQp,0,1372
19871209-2,19871209,-,2024-03-12T23:14,staking (SlashReported),1jZGoE9teJBzaQxNpYgdJnTJ3a8rUsy7Ws6X3JcwHWTrsgf,0,1380
19914154-2,19914154,-,2024-03-15T23:14,staking (SlashReported),17NP1aTyHbS5oMCbtyoayyaFyFBmShCPBDa4fuCX83fjHio,0,1383
19942800-2,19942800,-,2024-03-17T23:14,staking (SlashReported),15N2nvyikmU96F5wE919Gc6YLAKGtL6NoQ5ixKLeLp4T4LBV,0,1385
19971458-2,19971458,-,2024-03-19T23:14,staking (SlashReported),17NP1aTyHbS5oMCbtyoayyaFyFBmShCPBDa4fuCX83fjHio,0,1387
20000059-2,20000059,-,2024-03-21T23:14,staking (SlashReported),17NP1aTyHbS5oMCbtyoayyaFyFBmShCPBDa4fuCX83fjHio,0,1389
20028688-2,20028688,-,2024-03-23T23:14,staking (SlashReported),17NP1aTyHbS5oMCbtyoayyaFyFBmShCPBDa4fuCX83fjHio,0,1391
20042998-2,20042998,-,2024-03-24T23:14,staking (SlashReported),17NP1aTyHbS5oMCbtyoayyaFyFBmShCPBDa4fuCX83fjHio,0,1392
20057300-2,20057300,-,2024-03-25T23:14,staking (SlashReported),17NP1aTyHbS5oMCbtyoayyaFyFBmShCPBDa4fuCX83fjHio,0,1393
20071614-2,20071614,-,2024-03-26T23:14,staking (SlashReported),17NP1aTyHbS5oMCbtyoayyaFyFBmShCPBDa4fuCX83fjHio,0,1394
20085931-2,20085931,-,2024-03-27T23:14,staking (SlashReported),17NP1aTyHbS5oMCbtyoayyaFyFBmShCPBDa4fuCX83fjHio,0,1395
20298365-2,20298365,-,2024-04-11T19:14,staking (SlashReported),13dVcF8BjzUpYujj5HxumDLPwpHzMPwzPZAZHJQEbKRJuNgT,0,1409
20300750-2,20300750,-,2024-04-11T23:14,staking (SlashReported),13dVcF8BjzUpYujj5HxumDLPwpHzMPwzPZAZHJQEbKRJuNgT,0,1410
20315033-2,20315033,-,2024-04-12T23:14,staking (SlashReported),17T31HJzsoBFkwpje8CqvgUpFGSzAVR3NcaNxacknfHYopx,0,1411
20315033-4,20315033,-,2024-04-12T23:14,staking (SlashReported),13dVcF8BjzUpYujj5HxumDLPwpHzMPwzPZAZHJQEbKRJuNgT,0,1411
20315033-6,20315033,-,2024-04-12T23:14,staking (SlashReported),14dffMjf4Ec1RwCLHp21CifU6CX4hVnZtRCKgc6AGCt9K4v9,0,1411
20315033-8,20315033,-,2024-04-12T23:14,staking (SlashReported),15PhKsje5DLm5CWqRhFz1YeS3WA94Ui8xMcihfFjbCPidisS,0,1411
20315033-10,20315033,-,2024-04-12T23:14,staking (SlashReported),168xfZuHXv13uyrVV2vADpuMa4B3kAtj11gRNHA8YKRH9xuW,0,1411
20343609-2,20343609,-,2024-04-14T23:14,staking (SlashReported),123VugBRFMqUEFviSYrG3ewdZ46ZmqxjmRaGY6BvakfdPVaG,0,1413
20343609-4,20343609,-,2024-04-14T23:14,staking (SlashReported),13dVcF8BjzUpYujj5HxumDLPwpHzMPwzPZAZHJQEbKRJuNgT,0,1413
20357932-2,20357932,-,2024-04-15T23:14,staking (SlashReported),14NG7QT8U3CDcWYgxqDR8CwwAwoVXZKrA1WpujsCTEP63paE,0,1414
20400965-1,20400965,-,2024-04-18T23:14,staking (SlashReported),1311nP52HPRLCvSS4EXgWfqRfXnjexbr7t82aedpWpGCPnxV,0,1417
20405732-2,20405732,-,2024-04-19T07:14,staking (SlashReported),1qUKZLhxVGUPozs8j8XpxH8VbZX5ckXV7ziUf6ji83ieZYd,0,1417
20420071-2,20420071,-,2024-04-20T07:14,staking (SlashReported),15KDFYfFjdqhp3MDFEtHuyu9kLpXbT7k1zjx78MphViFdCaU,0,1418
21561308-44,21561308,21561308-2,2024-07-08T23:14,staking (SlashReported),14m8CmDmksk4cQ5YtvQzRva7J7B2gLCSSD8dwPfyH6WUahrG,102030,1498
23424063-40,23424063,23424063-2,2024-11-15T19:14,staking (SlashReported),16hUkBK3h94uh7682gk7HeTYvPmSa4D1Y2w4KUZh1u1cP5J,36144,1628
23912046-56,23912046,23912046-2,2024-12-19T19:14,staking (SlashReported),13YJ7PrjwAhKHP9m99APDSuvLwWKSQSmKABfJY3H2Cepk2CA,36144,1662
